log Flow
1.1893
2.191
2.054
1.1013
1.2207
1.1561
1.2281
1.2565
1.2816
1.3453
1.4443
1.6655
1.6482
1.6903
1.3909
1.0141
1.0513
1.5085
1.3482
1.2711
1.5805
1.6256
1.6595
1.7141
1.6748
1.6171
1.3295
1.3894
1.5078
1.3355
1.6014
1.5582
1.6124
1.9832
1.6689
2.1364
1.6519
1.7341
1.7866
1.445
1.3472
1.3894
1.5019
1.4162
1.3554
1.2534
1.5461
1.6578
2.048
1.6657
1.2933
1.3243
1.2294
1.425
1.1274
1.4758
1.9901
1.747
1.4293
1.6893
1.1893
2.191
2.054
1.1013
1.2207
1.1561
1.2281
1.2565
1.2816
1.3453
1.4443
1.6655
1.6482
1.6903
1.3909
1.0141
1.0513
1.5852
1.4036
1.3013
1.6345
1.6865
1.7062
1.7621
1.7628
1.6652
1.3643
1.4356
1.5461
1.3888
1.6612
1.61
1.6587
1.8081
1.7315
2.1885
1.6837
1.7625
1.8335
1.5012
1.385
1.4239
1.5291
1.4421
1.3943
1.2966
1.686
1.7918
1.6921
1.748
1.3306
1.3412
1.2482
1.4561
1.1656
1.5345
2.0349
1.8254
1.5263
1.7465
1.2363
2.2457
2.0721
1.1609
1.3162
1.2044
1.2883
1.2963
1.3272
1.4249
1.5344
1.7273
1.7338
1.7788
1.488
1.1252
1.1159
