지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
156,2014-01-01 0:00,5.1,,3.1,270,73,6.4,0.6,1006.4,1015.3,,,,,0,0,,,500,,40,1,,,,
156,2014-01-01 1:00,5.1,,2.6,270,69,6.1,-0.1,1006.7,1015.6,,,,,,,,,,,40,0.9,,,,
156,2014-01-01 2:00,4.8,,0.9,290,66,5.7,-1,1006.8,1015.7,,,,,,,,,,,40,0.2,,,,
156,2014-01-01 3:00,4.8,,2,320,63,5.4,-1.6,1007,1015.9,,,,,0,0,,,800,1,4240,0.5,,,,
156,2014-01-01 4:00,3.9,,0.4,0,66,5.4,-1.8,1007,1016,,,,,0,0,,,900,,42,0.5,,,,
156,2014-01-01 5:00,2.6,,1.5,160,75,5.6,-1.3,1006.7,1015.7,,,,,0,0,,,900,,42,0.4,,,,
156,2014-01-01 6:00,1.8,,1.1,180,79,5.5,-1.4,1007.2,1016.3,,,,,0,0,,,600,,42,0.3,,,,
156,2014-01-01 7:00,1.3,,1.6,200,82,5.5,-1.4,1007.6,1016.7,,,,,0,0,,,600,,42,0,,,,
156,2014-01-01 8:00,1.2,,1.9,180,83,5.6,-1.3,1007.9,1017,0,0,,,0,0,,,800,,42,-0.2,,,,
156,2014-01-01 9:00,2.7,,1.3,200,75,5.6,-1.2,1008.7,1017.7,0,0.22,,,0,0,,,1100,1,42,0.1,,,,
156,2014-01-01 10:00,5,,1.6,180,65,5.7,-1,1009.5,1018.5,0.8,0.71,,,0,0,,,1100,,42,0.4,,,,
156,2014-01-01 11:00,6.9,,1.7,250,57,5.7,-1,1009.7,1018.6,1,1.24,,,0,0,,,1200,,42,7.5,,,,
156,2014-01-01 12:00,7.7,,3.5,270,45,4.7,-3.5,1009,1017.9,1,1.46,,,2,2,Sc,10,1500,,42,8.3,,,,
156,2014-01-01 13:00,9.4,,3.4,290,28,3.3,-8.2,1008.4,1017.2,1,1.66,,,0,0,,,1800,,42,11.2,,,,
156,2014-01-01 14:00,10.2,,3.6,270,29,3.6,-7,1007.9,1016.7,1,1.67,,,0,0,,,1800,,,11.5,,,,
156,2014-01-01 15:00,9.9,,2.7,290,21,2.6,-11.4,1007.9,1016.7,1,1.34,,,0,0,,,2000,1,,10.3,,,,
156,2014-01-01 16:00,9.6,,3,270,23,2.8,-10.5,1007.9,1016.7,1,0.82,,,0,0,,,2000,,,7.7,,,,
156,2014-01-01 17:00,8.6,,3.6,270,29,3.2,-8.4,1008.1,1016.9,0.7,0.31,,,0,0,,,1800,,,4.9,,,,
156,2014-01-01 18:00,7.2,,2.7,270,37,3.8,-6.5,1008.3,1017.2,0,0.03,,,0,0,,,1800,,,2.9,,,,
156,2014-01-01 19:00,6.4,,1.5,250,44,4.2,-4.9,1008.7,1017.6,,,,,,,,,,,,1.8,,,,
156,2014-01-01 20:00,4.9,,1.5,160,49,4.2,-4.9,1009.1,1018.1,,,,,,,,,,,,0.9,,,,
156,2014-01-01 21:00,4.3,,1.6,180,53,4.4,-4.4,1009.3,1018.3,,,,,0,0,,,2000,1,,0.4,,,,
156,2014-01-01 22:00,4,,1,180,56,4.5,-4,1009.8,1018.8,,,,,,,,,,,,0.7,,,,
156,2014-01-01 23:00,3.9,,1.4,180,57,4.6,-3.8,1010.4,1019.4,,,,,,,,,,,,0.7,,,,
156,2014-01-02 0:00,3.3,,1.2,200,63,4.9,-3,1010.7,1019.7,,,,,0,0,,,1800,,,0.6,,,,
156,2014-01-02 1:00,3.2,,0.7,70,65,5,-2.7,1010.9,1019.9,,,,,,,,,,,,0.5,,,,
156,2014-01-02 2:00,3.2,,0.5,90,66,5.1,-2.5,1011.2,1020.2,,,,,,,,,,,,0.3,,,,
156,2014-01-02 3:00,2.2,,0.5,340,72,5.2,-2.3,1011.3,1020.4,,,,,0,0,,,1200,4,,0.1,,,,
156,2014-01-02 4:00,1.9,,0.6,270,74,5.2,-2.2,1011.5,1020.6,,,,,0,0,,,1500,,,-0.3,,,,
156,2014-01-02 5:00,1.8,,0.7,360,74,5.2,-2.3,1011.5,1020.6,,,,,0,0,,,1500,,,-0.5,,,,
156,2014-01-02 6:00,0.9,,0.3,0,80,5.2,-2.1,1011.6,1020.7,,,,,0,0,,,1200,,,-0.8,,,,
156,2014-01-02 7:00,0.3,,1.4,270,83,5.2,-2.2,1012.9,1022.1,,,,,0,0,,,1100,,,-1,,,,
156,2014-01-02 8:00,-0.4,,0.3,0,84,5,-2.7,1013.9,1023.1,0,0,,,4,0,Ci,,1500,,,-1.1,,,,
156,2014-01-02 9:00,1.3,,0.1,0,78,5.2,-2.1,1014.5,1023.6,0.8,0.33,,,7,0,Ci,,1100,4,,-0.2,,,,
156,2014-01-02 10:00,3.2,,0.9,20,70,5.4,-1.7,1014.9,1024,0.6,0.52,,,7,0,Ci,,1300,,,0.1,,,,
156,2014-01-02 11:00,3.9,,1.4,270,68,5.5,-1.4,1015.2,1024.2,0.2,0.74,,,7,0,Ci,,1300,,,0.5,,,,
156,2014-01-02 12:00,6.3,,1.7,230,50,4.8,-3.3,1014,1023,0.8,1.18,,,6,0,Ci,,1300,,,6.3,,,,
156,2014-01-02 13:00,8.5,,1.9,250,34,3.8,-6.4,1013.4,1022.3,1,1.74,,,6,0,Ci,,1700,,,11.5,,,,
156,2014-01-02 14:00,9.8,,1.7,270,31,3.8,-6.5,1012.8,1021.6,1,1.48,,,4,0,Ci,,1700,,,11.6,,,,
156,2014-01-02 15:00,9.8,,1.4,290,22,2.7,-10.9,1012.5,1021.3,1,1.4,,,0,0,,,2000,1,,11,,,,
156,2014-01-02 16:00,10.1,,1.2,50,22,2.7,-10.7,1012,1020.8,1,0.94,,,0,0,,,2300,,,9.1,,,,
156,2014-01-02 17:00,9.1,,1.3,70,23,2.7,-10.9,1011.9,1020.7,1,0.38,,,2,0,Ci,,2300,,,5.4,,,,
156,2014-01-02 18:00,6.6,,2.4,50,28,2.7,-10.6,1012.1,1021,0.3,0.04,,,2,0,Ci,,2000,,,2.7,,,,
156,2014-01-02 19:00,5.6,,3,70,29,2.6,-11,1012.4,1021.4,,,,,,,,,,,,1.6,,,,
156,2014-01-02 20:00,4.7,,3.1,70,31,2.6,-11,1012.3,1021.3,,,,,,,,,,,,0.9,,,,
156,2014-01-02 21:00,4.6,,1.9,70,32,2.7,-10.7,1012,1021,,,,,3,0,Ci,,2000,1,,0.2,,,,
